district_Name,property_size,property_price
,,
فيلا للبيع في شارع امرؤ القيس ، حي السليمانية ، الرياض ، الرياض,307 م²,"1,500,000 ريال"
,,
فيلا للبيع في طريق أنس ابن مالك ، حي الملقا ، الرياض ، الرياض,375 م²,"3,700,000 ريال"
,,
فيلا للبيع في طريق النفود ، حي عكاظ ، الرياض ، الرياض,300 م²,"1,050,000 ريال"
,,
فيلا للبيع في شارع حموده بن عطيه ، حي ظهرة نمار ، الرياض ، الرياض,450 م²,"2,000,000 ريال"
,,
فيلا للبيع في شارع رقم 392 ، حي النرجس ، الرياض ، الرياض,410 م²,"4,500,000 ريال"
,,
فيلا للبيع في حي ، طريق السيل الكبير ، حي المهدية ، الرياض ، الرياض,270 م²,"1,450,000 ريال"
,,
فيلا للبيع في حي طويق ، الرياض ، الرياض,200 م²,"1,000,000 ريال"
,,
فيلا للبيع في شارع رقم 3 ، حي بدر ، الرياض ، الرياض,310 م²,"920,000 ريال"
,,
فيلا للبيع في شارع اليرموك ، حي الغنامية ، الرياض ، الرياض,420 م²,"870,000 ريال"
,,
فيلا للبيع في شارع عبدالله بن ياسر ، حي الحزم ، الرياض ، الرياض,250 م²,"930,000 ريال"
,,
فيلا للبيع في شارع الحيرة ، حي الملقا ، الرياض ، الرياض,405 م²,"4,500,000 ريال"
,,
فيلا للبيع في شارع محمد نور المارديني ، حي طويق ، الرياض ، الرياض,300 م²,"1,220,000 ريال"
,,
فيلا للبيع في شارع محمد بن حمد بن فارس ، حي العارض ، الرياض ، الرياض,291 م²,"2,500,000 ريال"
,,
فيلا للبيع في شارع عباده بن عمرو الانصاري ، حي الرمال ، الرياض ، الرياض,349 م²,"1,900,000 ريال"
,,
فيلا للبيع في شارع حسن القرشي الاموي ، حي طويق ، الرياض ، الرياض,300 م²,"1,250,000 ريال"
,,
فيلا للبيع في حي ، طريق السيل الكبير ، حي المهدية ، الرياض ، الرياض,270 م²,"1,450,000 ريال"
,,
فيلا للبيع في حي القيروان ، الرياض ، الرياض,420 م²,"4,200,000 ريال"
,,
فيلا للبيع في شارع بعلبك ، حي عكاظ ، الرياض ، الرياض,324 م²,"1,097,000 ريال"
,,
فيلا للبيع في شارع ابن مشعل ، حي الازدهار ، الرياض ، الرياض,405 م²,"4,500,000 ريال"
,,
فيلا للبيع في شارع شافع بن صالح ، حي النرجس ، الرياض ، الرياض,450 م²,"3,500,000 ريال"
,,
فيلا للبيع في الرياض ، حي الرمال ، الرياض,375 م²,"1,900,000 ريال"
,,
فيلا للبيع في حي قرطبة ، الرياض ، الرياض,420 م²,"3,600,000 ريال"
,,
فيلا للبيع في حي المونسية ، الرياض ، الرياض,300 م²,"2,250,000 ريال"
,,
فيلا للبيع في شارع السخاء ، حي بدر ، الرياض ، الرياض,274 م²,"1,050,000 ريال"
,,
فيلا للبيع في شارع احمد بن علي المحلي ، حي الرمال ، الرياض ، الرياض,300 م²,"1,350,000 ريال"
,,
فيلا للبيع في شارع الكثيفه ، حي طويق ، الرياض ، الرياض,300 م²,"1,200,000 ريال"
,,
فيلا للبيع في طريق الامام مالك ، حي بدر ، الرياض ، الرياض,228 م²,"950,000 ريال"
,,
فيلا للبيع في شارع يحيى بن صديق ، حي طويق ، الرياض ، الرياض,300 م²,"1,200,000 ريال"
,,
فيلا للبيع في شارع الجميزة ، حي العزيزية ، الرياض ، الرياض,300 م²,"1,000,000 ريال"
,,
فيلا للبيع في حي بدر ، الرياض ، الرياض,300 م²,"1,100,000 ريال"
,,
فيلا للبيع في شارع محب الله السليماني ، حي طويق ، الرياض ، الرياض,375 م²,"1,550,000 ريال"
,,
فيلا للبيع في شارع الاستقامة ، حي طويق ، الرياض ، الرياض,300 م²,"1,050,000 ريال"
,,
فيلا للبيع في شارع محمد نور المارديني ، حي طويق ، الرياض ، الرياض,300 م²,"1,220,000 ريال"
,,
فيلا للبيع في شارع الحيرة ، حي الملقا ، الرياض ، الرياض,405 م²,"4,500,000 ريال"
,,
فيلا للبيع في حي الدار البيضاء ، الرياض ، الرياض,475 م²,"2,000,000 ريال"
,,
فيلا للبيع في حي الرمال ، الرياض ، الرياض,388 م²,"1,600,000 ريال"
,,
فيلا للبيع في حي ، شارع وادي الاعشاب ، حي ديراب ، الرياض ، الرياض,250 م²,"1,200,000 ريال"
,,
فيلا للبيع في شارع وجيه الدين المرشدي ، حي طويق ، الرياض ، الرياض,300 م²,"1,160,000 ريال"
,,
فيلا للبيع في شارع المحرق ، حي الحزم ، الرياض ، الرياض,310 م²,"720,000 ريال"
,,
فيلا للبيع في شارع الفقهاء ، حي الربوة ، الرياض ، الرياض,312 م²,"1,600,000 ريال"
,,
فيلا للبيع في شارع سليمان الدري المالكي ، حي طويق ، الرياض ، الرياض,375 م²,"1,600,000 ريال"
,,
فيلا للبيع في شارع احمد بن حاتم الجرمي ، حي طويق ، الرياض ، الرياض,300 م²,"1,200,000 ريال"
,,
فيلا للبيع في شارع بورسعيد ، حي الدار البيضاء ، الرياض ، الرياض,437 م²,"740,000 ريال"
,,
فيلا للبيع في شارع عبدالرحمن بشناق ، حي النرجس ، الرياض ، الرياض,336 م²,"3,000,000 ريال"
,,
فيلا للبيع في حي عكاظ ، الرياض ، الرياض,390 م²,"1,200,000 ريال"
,,
فيلا للبيع في حي عكاظ ، الرياض ، الرياض,300 م²,"1,050,000 ريال"
,,
فيلا للبيع في شارع الحنفي ، حي طويق ، الرياض ، الرياض,200 م²,"950,000 ريال"
,,
فيلا للبيع في شارع الحسن بن ثواب ، حي بدر ، الرياض ، الرياض,300 م²,"1,200,000 ريال"
,,
فيلا للبيع في الرياض ، حي العارض ، الرياض,338 م²,"2,850,000 ريال"
,,
فيلا للبيع في حي الرمال ، الرياض ، الرياض,342 م²,"1,550,000 ريال"
,,
فيلا للبيع في شارع ابن الجمال ، حي طويق ، الرياض ، الرياض,300 م²,"1,200,000 ريال"
,,
فيلا للبيع في شارع ابي بكر الاندلسي ، حي طويق ، الرياض ، الرياض,350 م²,"1,270,000 ريال"
,,
فيلا للبيع في حي المصفاة ، الرياض ، الرياض,276 م²,"900,000 ريال"
,,
فيلا للبيع في حي اشبيلية ، الرياض ، الرياض,300 م²,"2,000,000 ريال"
,,
"فيلا للبيع في طريق بدون اسم, الرمال, الرياض",300 م²,"1,350,000 ريال"
,,
فيلا للبيع في شارع القاسمي ، حي الرفيعة ، الرياض ، الرياض,1800 م²,"15,000,000 ريال"
,,
فيلا للبيع في شارع مليحة ، حي الخليج ، الرياض ، الرياض,350 م²,"1,600,000 ريال"
,,
فيلا للبيع في حي قرطبة ، الرياض ، الرياض,420 م²,"3,200,000 ريال"
,,
فيلا للبيع في شارع محمد بن شاكر الكتبي ، حي طويق ، الرياض ، الرياض,300 م²,"1,500,000 ريال"
,,
فيلا للبيع في حي الرمال ، الرياض ، الرياض,300 م²,"14,300,000 ريال"
,,
فيلا للبيع في حي ، طريق السيل الكبير ، حي المهدية ، الرياض ، الرياض,200 م²,"1,250,000 ريال"
,,
فيلا للبيع في شارع عطيه سالم ، حي طويق ، الرياض ، الرياض,375 م²,"1,200,000 ريال"
,,
فيلا للبيع في شارع ابي همام الدلال ، حي الرمال ، الرياض ، الرياض,300 م²,"1,400,000 ريال"
,,
فيلا للبيع في شارع العوجاء ، حي الشفا ، الرياض ، الرياض,250 م²,"1,050,000 ريال"
,,
فيلا للبيع في حي بدر ، الرياض ، الرياض,312 م²,"1,050,000 ريال"
,,
فيلا للبيع في شارع يعقوب بن حميد ، حي طويق ، الرياض ، الرياض,300 م²,"1,200,000 ريال"
,,
فيلا للبيع في شارع القياس ، حي طويق ، الرياض ، الرياض,200 م²,"960,000 ريال"
,,
فيلا للبيع في حي ، طريق السيل الكبير ، حي المهدية ، الرياض ، الرياض,225 م²,"1,400,000 ريال"
,,
فيلا للبيع في شارع عيسى بن ابراهيم الربعي ، حي طويق ، الرياض ، الرياض,240 م²,"1,150,000 ريال"
,,
فيلا للبيع في حي ، شارع ابي بكر النجاد ، حي النسيم الغربي ، الرياض ، الرياض,313 م²,"1,085,000 ريال"
,,
فيلا للبيع في شارع الجوابرة ، حي طويق ، الرياض ، الرياض,200 م²,"950,000 ريال"
,,
فيلا للبيع في شارع أبي البقاء الأزجي ، حي الرمال ، الرياض ، الرياض,312 م²,"1,750,000 ريال"
,,
فيلا للبيع في شارع علوي صالح ، حي ديراب ، الرياض ، الرياض,250 م²,"970,000 ريال"
,,
فيلا للبيع في شارع محمد بن كثير ، حي الرمال ، الرياض ، الرياض,330 م²,"1,500,000 ريال"
,,
فيلا للبيع في شارع أكثم بن صيفي ، حي النسيم الغربي ، الرياض ، الرياض,875 م²,"1,800,000 ريال"
,,
فيلا للبيع في طريق الشيخ حسن بن حسين بن علي ، حي قرطبة ، الرياض ، الرياض,470 م²,"2,500,000 ريال"
,,
فيلا للبيع في شارع محمد نور المارديني ، حي طويق ، الرياض ، الرياض,300 م²,"1,220,000 ريال"
,,
فيلا للبيع في شارع رقم 94 ، حي ظهرة لبن ، الرياض ، الرياض,200 م²,"1,300,000 ريال"
,,
فيلا للبيع في حي بدر ، الرياض ، الرياض,290 م²,"1,000,000 ريال"
,,
فيلا للبيع في شارع ابن تغري ، حي القادسية ، الرياض ، الرياض,490 م²,"2,900,000 ريال"
,,
فيلا للبيع في حي النرجس ، الرياض ، الرياض,210 م²,"2,100,000 ريال"
,,
فيلا للبيع في حي ، طريق ديراب الفرعي ، حي ديراب ، الرياض ، الرياض,375 م²,"1,000,000 ريال"
,,
فيلا للبيع في حي ، شارع عبدالله الخزرجي ، حي العارض ، الرياض ، الرياض,440 م²,"3,500,000 ريال"
,,
فيلا للبيع في شارع نجم الدين الأيوبي ، حي طويق ، الرياض ، الرياض,360 م²,"1,450,000 ريال"
,,
فيلا للبيع في حي ، شارع البادرية ، حي السويدي الغربي ، الرياض ، الرياض,312 م²,"1,300,000 ريال"
,,
فيلا للبيع في شارع الجحفة ، حي الشفا ، الرياض ، الرياض,300 م²,"1,050,000 ريال"
,,
فيلا للبيع في شارع ابي عبدالرحمن اللهبي ، حي طويق ، الرياض,255 م²,"1,250,000 ريال"
,,
فيلا للبيع في شارع عامر بن مسعود ، حي طويق ، الرياض ، الرياض,250 م²,"1,100,000 ريال"
,,
فيلا للبيع في شارع سالم بن عبدالله بن عمر ، حي طويق ، الرياض ، الرياض,300 م²,"1,250,000 ريال"
,,
فيلا للبيع في شارع الحليله ، حي طويق ، الرياض ، الرياض,200 م²,"950,000 ريال"
,,
فيلا للبيع في شارع المحامل ، حي ظهرة لبن ، الرياض ، الرياض,450 م²,"2,300,000 ريال"
,,
فيلا للبيع في حي عكاظ ، الرياض ، الرياض,360 م²,"1,300,000 ريال"
,,
فيلا للبيع في شارع المركز ، حي طويق ، الرياض ، الرياض,200 م²,"1,050,000 ريال"
,,
فيلا للبيع في شارع حمدان بن ذي النون ، حي الرمال ، الرياض ، الرياض,313 م²,"1,600,000 ريال"
,,
فيلا للبيع في حي الدار البيضاء ، الرياض ، الرياض,245 م²,"900,000 ريال"
,,
فيلا للبيع في شارع محمد علي جناح ، حي اليرموك ، الرياض ، الرياض,312 م²,"1,450,000 ريال"
,,
فيلا للبيع في شارع ابي الاشعث ، حي النهضة ، الرياض ، الرياض,312 م²,"1,700,000 ريال"
,,
فيلا للبيع في حي الشرق ، الرياض ، رماح,858 م²,"3,600,000 ريال"
,,
فيلا للبيع في شارع الحيرة ، حي الملقا ، الرياض ، الرياض,405 م²,"4,500,000 ريال"
,,
فيلا للبيع في شارع محمد نور المارديني ، حي طويق ، الرياض ، الرياض,300 م²,"1,220,000 ريال"
,,
فيلا للبيع في شارع عبدالرحمن الداخل ، حي طويق ، الرياض ، الرياض,200 م²,"1,100,000 ريال"
,,
فيلا للبيع في شارع بلال بن رباح ، حي طويق ، الرياض ، الرياض,400 م²,"850,000 ريال"
,,
فيلا للبيع في شارع عبدالله بن ابيه ، حي طويق ، الرياض ، الرياض,300 م²,"1,200,000 ريال"
,,
فيلا للبيع في شارع احمد بن الخطاب ، حي طويق ، الرياض ، الرياض,365 م²,"1,000,080 ريال"
,,
فيلا للبيع في شارع محمد بن اسحاق المدني ، حي بدر ، الرياض ، الرياض,315 م²,"600,000 ريال"
,,
فيلا للبيع في شارع الشيخ عمر بن عبداللطيف بن عبدالرحمن ، حي ظهرة البديعة ، الرياض ، الرياض,740 م²,"2,000,000 ريال"
,,
فيلا للبيع في شارع أبي رفاعة العدوي ، حي الرمال ، الرياض ، الرياض,350 م²,"1,600,000 ريال"
,,
فيلا للبيع في شارع مسعود بن مضيان ، حي اشبيلية ، الرياض ، الرياض,300 م²,"1,700,000 ريال"
,,
فيلا للبيع في شارع زيد بن علي الجريسي ، حي الشفا ، الرياض ، الرياض,340 م²,"1,250,000 ريال"
,,
فيلا للبيع في حي الرمال ، الرياض ، الرياض,217 م²,"1,180,000 ريال"
,,
فيلا للبيع في حي بدر ، الرياض ، الرياض,360 م²,"1,240,000 ريال"
,,
فيلا للبيع في شارع محمد بن مسلم العثيمين ، حي مطار الملك خالد الدولي ، الرياض ، الرياض,294 م²,"1,350,000 ريال"
,,
فيلا للبيع في حي ، طريق الأمير محمد بن سلمان بن عبدالعزيز ، حي المونسية ، الرياض ، الرياض,240 م²,"1,550,000 ريال"
,,
فيلا للبيع في حي ، طريق السيل الكبير ، حي المهدية ، الرياض ، الرياض,200 م²,"1,250,000 ريال"
,,
فيلا للبيع في شارع احمد بن اسماعيل الفطاني ، حي طويق ، الرياض ، الرياض,450 م²,"1,800,000 ريال"
,,
فيلا للبيع في حي الرمال ، الرياض ، الرياض,312 م²,"1,400,000 ريال"
,,
فيلا للبيع في شارع بعلبك ، حي عكاظ ، الرياض ، الرياض,350 م²,"1,120,000 ريال"
,,
فيلا للبيع في شارع روضه دعمي ، حي الرمال ، الرياض ، الرياض,300 م²,"1,520,000 ريال"
,,
فيلا للبيع في شارع لقاح ، حي عكاظ ، الرياض ، الرياض,300 م²,"1,060,000 ريال"
,,
فيلا للبيع في شارع محمد حسين نصيف ، حي العارض ، الرياض ، الرياض,392 م²,"2,900,000 ريال"
,,
فيلا للبيع في شارع الحيرة ، حي الملقا ، الرياض ، الرياض,405 م²,"4,500,000 ريال"
,,
"فيلا للبيع في طريق بدون اسم, الرمال, الرياض",300 م²,"1,350,000 ريال"
,,
فيلا للبيع في شارع وادي الساحل ، حي الرمال ، الرياض ، الرياض,250 م²,"1,330,000 ريال"
,,
فيلا للبيع في شارع عبدالرحمن الداخل ، حي طويق ، الرياض ، الرياض,375 م²,"1,600,000 ريال"
,,
فيلا للبيع في شارع رقم 232 ، حي النرجس ، الرياض ، الرياض,325 م²,"3,200,000 ريال"
,,
فيلا للبيع في حي العارض ، الرياض ، الرياض,227 م²,"2,150,000 ريال"
,,
فيلا للبيع في حي ، طريق السيل الكبير ، حي المهدية ، الرياض ، الرياض,200 م²,"1,250,000 ريال"
,,
فيلا للبيع في شارع بن عبدالعزيز ، حي طويق ، الرياض ، الرياض,200 م²,"950,000 ريال"
,,
فيلا للبيع في حي القادسية ، الرياض ، الرياض,375 م²,"2,000,000 ريال"
,,
فيلا للبيع في شارع القناني ، حي عكاظ ، الرياض ، الرياض,306 م²,"1,160,000 ريال"
,,
فيلا للبيع في شارع رفاعه الانصاري ، حي اليرموك ، الرياض ، الرياض,422 م²,"2,950,000 ريال"
,,
فيلا للبيع في شارع بن عبدالعزيز ، حي طويق ، الرياض ، الرياض,230 م²,"1,370,000 ريال"
,,
فيلا للبيع في طريق العزيزية ، حي طيبة ، الرياض ، الرياض,250 م²,"850,000 ريال"
,,
فيلا للبيع في شارع احمد بن الخطاب ، حي طويق ، الرياض ، الرياض,270 م²,"1,300,000 ريال"
,,
فيلا للبيع في شارع رقم 140 ، حي الجنادرية ، الرياض ، الرياض,324 م²,"1,600,000 ريال"
,,
فيلا للبيع في حي عكاظ ، الرياض ، الرياض,400 م²,"1,200,000 ريال"
,,
فيلا للبيع في الرياض ، حي بدر ، الرياض,300 م²,"900,000 ريال"
,,
فيلا للبيع في حي الرمال ، الرياض ، الرياض,300 م²,"1,300,000 ريال"
,,
فيلا للبيع في شارع عكا ، حي الروابي ، الرياض ، الرياض,366 م²,"1,973,000 ريال"
,,
فيلا للبيع في شارع الجبل الاحمر ، حي المرسلات ، الرياض ، الرياض,540 م²,"1,944,000 ريال"
,,
فيلا للبيع في شارع الشيوخ ، حي السعادة ، الرياض ، الرياض,375 م²,"1,600,000 ريال"
,,
فيلا للبيع في شارع مباركة بنت عبدالقادر الطبرية ، حي النرجس ، الرياض ، الرياض,308 م²,"2,600,000 ريال"
,,
"فيلا للبيع في طريق بدون اسم, الرمال, الرياض",300 م²,"1,350,000 ريال"
,,
فيلا للبيع في شارع الحيرة ، حي الملقا ، الرياض ، الرياض,405 م²,"4,500,000 ريال"
,,
فيلا للبيع في طريق النفود ، حي عكاظ ، الرياض ، الرياض,241 م²,"890,000 ريال"
,,
فيلا للبيع في شارع الربائع ، حي عكاظ ، الرياض ، الرياض,325 م²,"1,097,000 ريال"
,,
فيلا للبيع في شارع الفرزدق ، حي المنصورة ، الرياض ، الرياض,315 م²,"1,200,000 ريال"
,,
فيلا للبيع في شارع رفحاء ، حي طيبة ، الرياض ، الرياض,260 م²,"830,000 ريال"
,,
فيلا للبيع في شارع الامام مسلم ، حي بدر ، الرياض ، الرياض,250 م²,"920,000 ريال"
,,
فيلا للبيع في شارع الوليد بن عبدالملك ، حي طويق ، الرياض ، الرياض,300 م²,"1,220,000 ريال"
,,
فيلا للبيع في حي اليرموك ، الرياض ، الرياض,325 م²,"2,200,000 ريال"
,,
فيلا للبيع في شارع المقضاة ، حي الحزم ، الرياض ، الرياض,200 م²,"850,000 ريال"
,,
فيلا للبيع في شارع بن عبدالعزيز ، حي طويق ، الرياض ، الرياض,300 م²,"1,100,000 ريال"
,,
فيلا للبيع في شارع صفون بن يعلي ، حي طويق ، الرياض ، الرياض,300 م²,"1,300,000 ريال"
,,
فيلا للبيع في شارع جمال الدين الظاهري ، حي الخليج ، الرياض ، الرياض,500 م²,"1,150,000 ريال"
,,
فيلا للبيع في شارع فضل الله بن عبدالله الطبري ، حي الرمال ، الرياض ، الرياض,414 م²,"1,650,000 ريال"
,,
فيلا للبيع في شارع ابرهيم القويري ، حي طويق ، الرياض ، الرياض,300 م²,"1,450,000 ريال"
,,
فيلا للبيع في شارع المنتزهات ، حي طويق ، الرياض ، الرياض,365 م²,"1,150,000 ريال"
,,
فيلا للبيع في شارع ابراهيم بن نعيم ، حي طويق ، الرياض ، الرياض,375 م²,"1,300,000 ريال"
,,
فيلا للبيع في حي القادسية ، الرياض ، الرياض,375 م²,"1,800,000 ريال"
,,
فيلا للبيع في شارع العروسي ، حي مطار الملك خالد الدولي ، الرياض ، الرياض,300 م²,"1,320,000 ريال"
,,
فيلا للبيع في حي الرمال ، الرياض ، الرياض,264 م²,"1,260,000 ريال"
,,
فيلا للبيع في شارع عماره بن اوس بن ثعلبه الانصاري ، حي الرمال ، الرياض ، الرياض,300 م²,"1,270,000 ريال"
,,
فيلا للبيع في شارع جبل طرفه ، حي القادسية ، الرياض ، الرياض,395 م²,"2,000,000 ريال"
,,
فيلا للبيع في شارع الحيرة ، حي الملقا ، الرياض ، الرياض,405 م²,"4,500,000 ريال"
,,
"فيلا للبيع في طريق بدون اسم, الرمال, الرياض",300 م²,"1,350,000 ريال"
,,
فيلا للبيع في شارع الغريسة ، حي اشبيلية ، الرياض ، الرياض,450 م²,"2,400,000 ريال"
,,
فيلا للبيع في شارع محمد بن عجلان ، حي الرمال ، الرياض ، الرياض,300 م²,"1,370,000 ريال"
,,
فيلا للبيع في شارع عبدالسلام الجزائري ، حي الرمال ، الرياض ، الرياض,375 م²,"2,000,000 ريال"
,,
فيلا للبيع في شارع الشيخ محمد بن عبداللطيف بن عبدالرحمن ، حي السويدي الغربي ، الرياض ، الرياض,264 م²,"1,350,000 ريال"
,,
فيلا للبيع في شارع عبدالرحمن الداخل ، حي طويق ، الرياض ، الرياض,300 م²,"1,170,000 ريال"
,,
فيلا للبيع في شارع الامام مسلم ، حي بدر ، الرياض ، الرياض,370 م²,"1,300,000 ريال"
,,
فيلا للبيع في حي ظهرة لبن ، الرياض ، الرياض,250 م²,"1,300,000 ريال"
,,
فيلا للبيع في شارع رقم 389 ، حي النرجس ، الرياض ، الرياض,300 م²,"3,000,000 ريال"
,,
فيلا للبيع في شارع الحويمه ، حي عكاظ ، الرياض ، الرياض,400 م²,"1,200,000 ريال"
,,
فيلا للبيع في شارع خلف بن ابي القاسم ، حي طويق ، الرياض ، الرياض,300 م²,"1,190,000 ريال"
,,
فيلا للبيع في حي المونسية ، الرياض ، الرياض,375 م²,"2,000,000 ريال"
,,
فيلا للبيع في حي الحزم ، الرياض ، الرياض,250 م²,"950,000 ريال"
,,
فيلا للبيع في شارع ميرزا ابراهيم الكازروني ، حي طويق ، الرياض ، الرياض,300 م²,"1,350,000 ريال"
,,
فيلا للبيع في حي المونسية ، الرياض ، الرياض,420 م²,"3,200,000 ريال"
,,
فيلا للبيع في حي ، طريق الامير مساعد بن عبدالرحمن بن فيصل ، حي العريجاء الغربية ، الرياض ، الرياض,200 م²,"1,100,000 ريال"
,,
فيلا للبيع في شارع احمد بن الخطاب ، حي طويق ، الرياض ، الرياض,333 م²,"1,330,000 ريال"
,,
فيلا للبيع في حي قرطبة ، الرياض ، الرياض,412 م²,"2,800,000 ريال"
,,
فيلا للبيع في شارع عبدالكريم نادر شاه ، حي طويق ، الرياض ، الرياض,227 م²,"950,000 ريال"
,,
فيلا للبيع في شارع إسماعيل اليزيدي ، حي الرمال ، الرياض ، الرياض,500 م²,"2,000,000 ريال"
,,
فيلا للبيع في طريق النفود ، حي عكاظ ، الرياض ، الرياض,300 م²,"1,080,000 ريال"
,,
فيلا للبيع في شارع محمد نور المارديني ، حي طويق ، الرياض ، الرياض,300 م²,"1,220,000 ريال"
,,
فيلا للبيع في شارع رقم 94 ، حي ظهرة لبن ، الرياض ، الرياض,200 م²,"1,300,000 ريال"
,,
فيلا للبيع في حي الرمال ، الرياض ، الرياض,294 م²,"1,350,000 ريال"
,,
فيلا للبيع في حي ، طريق السيل الكبير ، حي المهدية ، الرياض ، الرياض,200 م²,"1,250,000 ريال"
,,
فيلا للبيع في شارع الصفار الذهبي ، حي عكاظ ، الرياض ، الرياض,303 م²,"1,060,000 ريال"
,,
فيلا للبيع في حي ، شارع ابن جرير التنوخي ، حي ظهرة نمار ، الرياض ، الرياض,450 م²,"2,000,000 ريال"
,,
فيلا للبيع في حي الياسمين ، الرياض ، الرياض,375 م²,"4,000,000 ريال"
,,
فيلا للبيع في شارع جبل الترك ، حي العارض ، الرياض ، الرياض,270 م²,"2,300,000 ريال"
,,
فيلا للبيع في شارع ابي ربيعه الاصبهاني ، حي طويق ، الرياض ، الرياض,210 م²,"950,000 ريال"
,,
فيلا للبيع في حي الرمال ، الرياض ، الرياض,250 م²,"1,100,000 ريال"
,,
فيلا للبيع في حي ، شارع الشيخ صالح بن عبد العزيز بن عبد الرحمن ، حي السويدي الغربي ، الرياض ، الرياض,775 م²,"1,350,000 ريال"
,,
فيلا للبيع في حي بدر ، الرياض ، الرياض,350 م²,"900,000 ريال"
,,
فيلا للبيع في شارع احمد برزنجي ، حي طويق ، الرياض ، الرياض,200 م²,"980,000 ريال"
,,
فيلا للبيع في شارع ابي الثريا ، حي بدر ، الرياض ، الرياض,217 م²,"870,000 ريال"
,,
فيلا للبيع في شارع ركن الامه ، حي طويق ، الرياض ، الرياض,375 م²,"1,030,000 ريال"
,,
فيلا للبيع في حي ، طريق الامير مساعد بن عبدالرحمن بن فيصل ، حي العريجاء الغربية ، الرياض ، الرياض,200 م²,"1,100,000 ريال"
,,
فيلا للبيع في حي ، شارع حمزة بن عبد المطلب ، حي العريجاء الوسطى ، الرياض ، الرياض,400 م²,"760,000 ريال"
,,
فيلا للبيع في حي بدر ، الرياض ، الرياض,300 م²,"920,000 ريال"
,,
فيلا للبيع في الرياض ، حي النرجس ، الرياض,375 م²,"3,200,000 ريال"
,,
فيلا للبيع في شارع الشمالية ، حي السويدي ، الرياض ، الرياض,270 م²,"1,630,000 ريال"
,,
فيلا للبيع في شارع عيسى الخياط ، حي الربوة ، الرياض ، الرياض,780 م²,"4,000,000 ريال"
,,
فيلا للبيع في شارع عبدالله المويس ، حي الرمال ، الرياض ، الرياض,500 م²,"1,900,000 ريال"
,,
فيلا للبيع في شارع الحيرة ، حي الملقا ، الرياض ، الرياض,405 م²,"4,500,000 ريال"
,,
فيلا للبيع في شارع رقم 94 ، حي ظهرة لبن ، الرياض ، الرياض,200 م²,"1,300,000 ريال"
,,
فيلا للبيع في شارع حمدان بن ذي النون ، حي الرمال ، الرياض ، الرياض,322 م²,"1,850,000 ريال"
,,
فيلا للبيع في حي ، شارع محمد بن مقرن ، حي العريجاء الوسطى ، الرياض ، الرياض,200 م²,"1,100,000 ريال"
,,
فيلا للبيع في شارع محمد الطلحي ، حي طويق ، الرياض ، الرياض,375 م²,"1,600,000 ريال"
,,
فيلا للبيع في شارع الجيشي ، حي النفل ، الرياض ، الرياض,390 م²,"3,000,000 ريال"
,,
فيلا للبيع في شارع عثمان الحرقومي ، حي السليمانية ، الرياض ، الرياض,600 م²,"3,000,000 ريال"
,,
فيلا للبيع في شارع الطائف ، حي ظهرة لبن ، الرياض ، الرياض,200 م²,"1,000,000 ريال"
,,
فيلا للبيع في شارع الرخام ، حي طيبة ، الرياض ، الرياض,285 م²,"1,050,000 ريال"
,,
فيلا للبيع في شارع الصحابة ، حي المونسية ، الرياض ، الرياض,420 م²,"3,000,000 ريال"
,,
فيلا للبيع في حي الحزم ، الرياض ، الرياض,337 م²,"1,450,000 ريال"
,,
فيلا للبيع في شارع السدره ، حي طيبة ، الرياض ، الرياض,289 م²,"910,000 ريال"
,,
فيلا للبيع في حي ، طريق السيل الكبير ، حي المهدية ، الرياض ، الرياض,200 م²,"1,250,000 ريال"
,,
فيلا للبيع في حي بدر ، الرياض ، الرياض,365 م²,"1,100,000 ريال"
,,
فيلا للبيع في شارع النعمان بن بشير ، حي الحزم ، الرياض ، الرياض,312 م²,"1,200,000 ريال"
,,
فيلا للبيع في شارع السمعاني ، حي الزهرة ، الرياض ، الرياض,500 م²,"1,000,000 ريال"
,,
فيلا للبيع في طريق الجنادرية ، حي الرمال ، الرياض ، الرياض,240 م²,"1,150,000 ريال"
,,
فيلا للبيع في حي المونسية ، الرياض ، الرياض,375 م²,"2,300,000 ريال"
,,
فيلا للبيع في شارع احمد بن عبدالمقرئ ، حي طويق ، الرياض ، الرياض,300 م²,"1,150,000 ريال"
,,
فيلا للبيع في شارع الضوء ، حي الرمال ، الرياض ، الرياض,330 م²,"1,450,000 ريال"
,,
فيلا للبيع في حي بدر ، الرياض ، الرياض,215 م²,"920,000 ريال"
,,
فيلا للبيع في حي ، شارع عوف بن عفراء ، حي ظهرة نمار ، الرياض ، الرياض,316 م²,"1,450,000 ريال"
,,
فيلا للبيع في شارع الحيرة ، حي الملقا ، الرياض ، الرياض,405 م²,"4,500,000 ريال"
,,
فيلا للبيع في شارع القاسمي ، حي الرفيعة ، الرياض ، الرياض,1800 م²,"15,000,000 ريال"
,,
فيلا للبيع في حي ، طريق السيل الكبير ، حي المهدية ، الرياض ، الرياض,200 م²,"1,200,000 ريال"
,,
فيلا للبيع في شارع علي البجادي ، حي الرمال ، الرياض ، الرياض,245 م²,"1,300,000 ريال"
,,
فيلا للبيع في حي الرمال ، الرياض ، الرياض,300 م²,"1,300,000 ريال"
,,
فيلا للبيع في شارع عبدالرحمن الداخل ، حي طويق ، الرياض ، الرياض,300 م²,"1,150,000 ريال"
,,
