,district_Name,property_size,property_price
5857,فيلا للبيع في شارع الامام مسلم ، حي بدر ، الرياض ، الرياض,300 م²,"1,120,000 ريال"
5859,فيلا للبيع في شارع الظهيران ، حي بدر ، الرياض ، الرياض,315 م²,"700,000 ريال"
5861,فيلا للبيع في حي الرمال ، الرياض ، الرياض,215 م²,"1,100,000 ريال"
5863,فيلا للبيع في شارع الرجام ، حي العزيزية ، الرياض ، الرياض,250 م²,"860,000 ريال"
5865,فيلا للبيع في شارع زهير بن المسيب ، حي الربوة ، الرياض ، الرياض,860 م²,"3,700,000 ريال"
5867,فيلا للبيع في طريق الامام مالك ، حي بدر ، الرياض ، الرياض,360 م²,"1,150,000 ريال"
5869,فيلا للبيع في طريق العزيزية ، حي الدار البيضاء ، الرياض ، الرياض,350 م²,"1,100,000 ريال"
5871,فيلا للبيع في شارع رقم 544 ، حي الملقا ، الرياض ، الرياض,750 م²,"7,000,000 ريال"
5873,فيلا للبيع في حي الرمال ، الرياض ، الرياض,243 م²,"1,150,000 ريال"
5875,فيلا للبيع في طريق الجنادرية ، الرياض ، الرياض,294 م²,"1,250,000 ريال"
5877,فيلا للبيع في حي ، شارع الامام ابي حنيفة ، حي العريجاء الوسطى ، الرياض ، الرياض,200 م²,"1,150,000 ريال"
5879,فيلا للبيع في شارع عبدالوهاب ابو سليمان ، حي طويق ، الرياض ، الرياض,420 م²,"1,200,000 ريال"
5881,فيلا للبيع في الطريق الدائري الشمالي الفرعي ، حي حطين ، الرياض ، الرياض,9500 م²,"90,000,000 ريال"
5883,فيلا للبيع في شارع سعد بن معاذ ، حي طويق ، الرياض ، الرياض,300 م²,"950,000 ريال"
5885,فيلا للبيع في حي ، طريق السيل الكبير ، حي المهدية ، الرياض ، الرياض,200 م²,"1,300,000 ريال"
5887,فيلا للبيع في شارع خالد بن جنادة ، حي الزهرة ، الرياض ، الرياض,400 م²,"850,000 ريال"
5889,فيلا للبيع في حي المونسية ، الرياض ، الرياض,375 م²,"2,250,000 ريال"
5891,فيلا للبيع في حي الرمال ، الرياض ، الرياض,300 م²,"1,160,000 ريال"
5893,فيلا للبيع في شارع ال داود ، حي الحمراء ، الرياض ، الرياض,1161 م²,"7,000,000 ريال"
5895,فيلا للبيع في حي ، طريق السيل الكبير ، حي المهدية ، الرياض ، الرياض,288 م²,"1,550,000 ريال"
5897,فيلا للبيع في شارع القاسمي ، حي الرفيعة ، الرياض ، الرياض,1800 م²,"15,000,000 ريال"
5899,فيلا للبيع في شارع الحيرة ، حي الملقا ، الرياض ، الرياض,405 م²,"4,500,000 ريال"
5901,فيلا للبيع في شارع ابن الوليد التميمي ، حي الرمال ، الرياض ، الرياض,414 م²,"1,625,000 ريال"
5903,فيلا للبيع في شارع سودري ، حي العريجاء الوسطى ، الرياض ، الرياض,200 م²,"1,050,000 ريال"
5905,فيلا للبيع في شارع ال غيث ، حي الشفا ، الرياض ، الرياض,360 م²,"1,250,000 ريال"
5907,فيلا للبيع في حي الدار البيضاء ، الرياض ، الرياض,375 م²,"1,170,000 ريال"
5909,فيلا للبيع في شارع الشيخ عمر بن حسن ، حي المحمدية ، الرياض ، الرياض,450 م²,"5,000,000 ريال"
5911,فيلا للبيع في شارع الكندي ، حي طويق ، الرياض ، الرياض,300 م²,"1,200,000 ريال"
5913,فيلا للبيع في شارع القاسم الديمرتي ، حي بدر ، الرياض ، الرياض,288 م²,"950,000 ريال"
5915,فيلا للبيع في شارع علي الهنائي ، حي طويق ، الرياض ، الرياض,300 م²,"1,200,000 ريال"
5917,فيلا للبيع في شارع بلحمر ، حي العريجاء الوسطى ، الرياض ، الرياض,200 م²,"1,000,000 ريال"
5919,فيلا للبيع في شارع عامر بن مسعود ، حي طويق ، الرياض ، الرياض,300 م²,"1,140,000 ريال"
5921,فيلا للبيع في شارع الحايط ، حي طويق ، الرياض ، الرياض,300 م²,"1,140,000 ريال"
5923,فيلا للبيع في شارع زين الدين النابلسي ، حي الرمال ، الرياض ، الرياض,375 م²,"1,850,000 ريال"
5925,فيلا للبيع في شارع البرجان ، حي الملقا ، الرياض ، الرياض,1000 م²,"15,300,000 ريال"
5927,فيلا للبيع في شارع رقم 334 ، حي النرجس ، الرياض ، الرياض,250 م²,"2,700,000 ريال"
5929,فيلا للبيع في حي بدر ، الرياض ، الرياض,500 م²,"800,000 ريال"
5931,فيلا للبيع في شارع القمح ، حي حطين ، الرياض ، الرياض,600 م²,"6,000,000 ريال"
5933,فيلا للبيع في شارع مشرف ، حي قرطبة ، الرياض ، الرياض,450 م²,"2,900,000 ريال"
5935,فيلا للبيع في حي المهدية ، الرياض ، الرياض,200 م²,"1,470,000 ريال"
5937,فيلا للبيع في شارع رقم 54 ، حي الملقا ، الرياض ، الرياض,816 م²,"8,500,000 ريال"
5939,فيلا للبيع في حي بدر ، الرياض ، الرياض,226 م²,"800,000 ريال"
5941,"فيلا للبيع في طريق بدون اسم, الرمال, الرياض",300 م²,"1,350,000 ريال"
5943,فيلا للبيع في شارع الحيرة ، حي الملقا ، الرياض ، الرياض,405 م²,"4,500,000 ريال"
5945,فيلا للبيع في شارع رقم 181 ، حي ظهرة لبن ، الرياض ، الرياض,250 م²,"1,300,000 ريال"
5947,فيلا للبيع في شارع بن عمرو ، حي طويق ، الرياض ، الرياض,200 م²,"1,000,000 ريال"
5949,فيلا للبيع في شارع هند بنت عتبة ، حي النسيم الغربي ، الرياض ، الرياض,450 م²,"1,000,000 ريال"
5951,فيلا للبيع في شارع دحيه بن خليفه ، حي الرمال ، الرياض ، الرياض,216 م²,"1,085,000 ريال"
5953,فيلا للبيع في حي المونسية ، الرياض ، الرياض,275 م²,"1,750,000 ريال"
5955,فيلا للبيع في حي بدر ، الرياض ، الرياض,300 م²,"920,000 ريال"
5957,فيلا للبيع في حي النرجس ، الرياض ، الرياض,312 م²,"3,000,000 ريال"
5959,فيلا للبيع في حي الياسمين ، الرياض ، الرياض,580 م²,"6,000,000 ريال"
5961,فيلا للبيع في شارع عبدالرحمن ديار بكري ، حي ديراب ، الرياض ، الرياض,375 م²,"1,300,000 ريال"
5963,فيلا للبيع في شارع البشائر ، حي الحمراء ، الرياض ، الرياض,1237 م²,"5,000,000 ريال"
5965,فيلا للبيع في شارع محمد الحليبي ، حي العارض ، الرياض ، الرياض,360 م²,"2,200,000 ريال"
5967,فيلا للبيع في شارع جعفر بن احمد ، حي الدار البيضاء ، الرياض ، الرياض,360 م²,"1,270,000 ريال"
5969,فيلا للبيع في شارع رقم 134 ، حي الملقا ، الرياض ، الرياض,750 م²,"8,000,000 ريال"
5971,فيلا للبيع في شارع الخيالة ، حي العزيزية ، الرياض ، الرياض,200 م²,"800,000 ريال"
5973,فيلا للبيع في شارع خديجة بنت حسان ، حي الرمال ، الرياض ، الرياض,375 م²,"1,950,000 ريال"
5975,فيلا للبيع في حي ، شارع يعقوب الصفار ، حي المهدية ، الرياض ، الرياض,200 م²,"1,250,000 ريال"
5977,فيلا للبيع في حي بدر ، الرياض ، الرياض,360 م²,"1,280,000 ريال"
5979,فيلا للبيع في طريق الامير عبدالرحمن بن سعود ، حي طويق ، الرياض ، الرياض,360 م²,"1,150,000 ريال"
5981,فيلا للبيع في شارع أحمد بن محمد المراكشي ، حي الرمال ، الرياض ، الرياض,312 م²,"1,550,000 ريال"
5983,فيلا للبيع في شارع احمد بن الخطاب ، حي طويق ، الرياض ، الرياض,300 م²,"1,130,000 ريال"
5985,فيلا للبيع في شارع رقم 94 ، حي ظهرة لبن ، الرياض ، الرياض,200 م²,"1,300,000 ريال"
5987,فيلا للبيع في شارع الحيرة ، حي الملقا ، الرياض ، الرياض,405 م²,"4,500,000 ريال"
5989,فيلا للبيع في شارع سيف الدين الخطيب ، حي المهدية ، الرياض ، الرياض,215 م²,"1,050,000 ريال"
5991,فيلا للبيع في حي الحزم ، الرياض ، الرياض,240 م²,"1,000,000 ريال"
5993,فيلا للبيع في حي ، شارع الصدق ، حي ظهرة نمار ، الرياض ، الرياض,450 م²,"2,000,000 ريال"
5995,فيلا للبيع في شارع فاس ، حي اليرموك ، الرياض ، الرياض,200 م²,"1,550,000 ريال"
5997,فيلا للبيع في حي بدر ، الرياض ، الرياض,225 م²,"890,000 ريال"
5999,فيلا للبيع في شارع الحسن بن وهب ، حي طويق ، الرياض ، الرياض,300 م²,"1,250,000 ريال"
6001,فيلا للبيع في حي النرجس ، الرياض ، الرياض,312 م²,"3,150,000 ريال"
6003,فيلا للبيع في شارع الباب ، حي طويق ، الرياض ، الرياض,375 م²,"1,200,000 ريال"
6005,فيلا للبيع في حي النرجس ، الرياض ، الرياض,225 م²,"2,200,000 ريال"
6007,فيلا للبيع في حي بدر ، الرياض ، الرياض,275 م²,"900,000 ريال"
6009,فيلا للبيع في حي ، شارع سعد بن وائل ، حي المؤتمرات ، الرياض ، الرياض,440 م²,"1,600,000 ريال"
6011,فيلا للبيع في حي بدر ، الرياض ، الرياض,410 م²,"650,000 ريال"
6013,فيلا للبيع في شارع عبدالله الخليفي ، حي العزيزية ، الرياض ، الرياض,250 م²,"950,000 ريال"
6015,فيلا للبيع في شارع جعفر بن ثوابة ، حي الرمال ، الرياض ، الرياض,374 م²,"1,500,000 ريال"
6017,فيلا للبيع في حي بدر ، الرياض ، الرياض,226 م²,"800,000 ريال"
6019,فيلا للبيع في شارع الخيزران ، حي هجرة لبن ، الرياض ، الرياض,450 م²,"2,300,000 ريال"
6021,فيلا للبيع في شارع رضي الدين الفاسي ، حي العزيزية ، الرياض ، الرياض,313 م²,"1,200,000 ريال"
6023,فيلا للبيع في شارع ابي النجاء بن الضياء ، حي عكاظ ، الرياض ، الرياض,400 م²,"1,200,000 ريال"
6025,فيلا للبيع في شارع الامير سعود بن عبدالله بن جلوي ، حي النرجس ، الرياض ، الرياض,225 م²,"2,200,000 ريال"
6027,فيلا للبيع في شارع المطرفي ، حي الحزم ، الرياض ، الرياض,375 م²,"1,650,000 ريال"
6029,فيلا للبيع في شارع القاسمي ، حي الرفيعة ، الرياض ، الرياض,1800 م²,"15,000,000 ريال"
